"palabra","positivo","negativo","sentimiento"
"colchón firme cómodo después días gustará",3,0,1
"colchón firme cómodo u recomiendo producto",2,0,1
"colchon firmecomo buscando u recomiendo producto",0,0,0
"colchón genial descanso exquisito firme hunde humedece incluso use calientacamas ningún problema único q pesada moverla cumple descrito ficha recomendable mejor compra año u recomiendo producto",5,1,1
"colchón genial problemas cambiar tres veces fecha despacho portaron siete u recomiendo producto",1,0,1
"colchón hunde primer día ser usado",0,1,0
"colchón hunde pronto base estable",2,0,1
"colchón hundió pesar darlo vuelta distintas direcciones periódicamente duro meses servicio cliente rosen contestan nunca esperemos ahora respondan falla ojo solo meses garantia cic años resortes",2,2,0
"colchon ideal sufren dolor espalda sufria dolor conversando vendedor tienda dijo probara colchon firme verdad hace meses duermo bebe dolor espalda ademas despertar ma energia duerme bien u recomiendo producto",5,7,0
"colchon impecable blando buena cama precio momento llevo meses uso eh niun problema",2,1,1
"colchón liviano fresco cómodo hoy problemas altura precisa sábanas cierre lavar cobertor u recomiendo producto",4,0,1
"colchon ma malo vida desque espalda comenzo dolor cambiarlo dolor espalda dia dia dejaba trabajar bien descansar noches asi recomiendo",0,8,0
"colchón mala calidad compré febrero deformo",0,0,0
"colchón mala calidad semanas uso hundido",0,1,0
"colchón malo después año garantía justamente meses hunde sientes resortes pierda tiempo comprando producto",0,1,0
"colchon maravilloso principio pasan meses pone blando li cambiaron año sentian resortes nuevo q trajieron va mismo camino recomiendo q dura ma año",8,0,1
"colchón menos mes uso presenta agujero zona base trae unión separa uso",0,0,0
"colchón menos tres meses deformado hundido pésima calidad",0,3,0
"colchón meses uso sienten resortes blando recomiendo",0,0,0
"colchón ningún problema filete base decepcionante cruje demasiado comunique rosen quedaron cambiarla par días esperar cambio mejore crujidos",2,3,0
"colchón papá quedó feliz cómodo u recomiendo producto",2,0,1
"colchón permite buen dormir cómodo adaptable u recomiendo producto",2,0,1
"colchon pesima calidad menos año uso hundido infraestructura cama malisima cruje si s quebrar",0,1,0
"colchón pésimo meses uso salió resortes",0,0,0
"colchon pierde foma dejando hoyos ma vuelta demasiado blando",0,0,0
"colchón poquito duro tela encima suelta cómoda dormido ensueño cabe mencionar demoró demasiado llegar meses",0,1,0
"colchón presentó deformación pesar realizamos giro según requerimiento fabricante recomiendo",1,0,1
"colchon realmente malo duró meses soltaron resortes undio malisimo",0,1,0
"colchón regalo suegro fascinó blando así buena compra u recomiendo producto",2,0,1
"colchón ricoes agradable acostarse siente durito per tan cómodo señora bendiión amanecimos bién dolor columna u recomiendo producto",8,14,0
"colchon super comodo base rompio mes rechina",0,0,0
"colchon super cómodo recomiendo llego fecha estipulada",0,0,0
"colchón súper cómodo satisfecha compra u recomiendo producto",0,0,0
"colchón textura suave firme espléndido descanso u recomiendo producto",2,0,1
"colchon tiempo dura bieny base quiebra patas salen",0,1,0
"colchones buena calidad rosen cama baja abre facilmente gancho mitad puede abrir seguro niños duermen cama principal alojar visitas destaco rosen deja instalada cama pernos anclajes plus compra cama quede lista uso",6,0,1
"colchufffdn cufffdmodo base firme muebles sobrios elegantesdespacho oportuno personal armado excelente u recomiendo producto",6,1,1
"colocar orden agua ml tibia aceite ml harina integral ml harina blanca ml polvos hornear azúcar gr sal gr levadura gr polvo luego colocar programa listo acordarán u recomiendo producto",1,1,0
"color azul igual foto normalmente pedí quedo super suelto cintura recomiendo pedir talla menos quizás u recomiendo producto",0,0,0
"color azul quede mom comprar talla talla talla",0,0,0
"color azul tal foto pedi talla quedan perfectos estrechos ser mom gusta asi quizas si quisieran quedara ma sueltos deben comprar talla ma tiro alto elasticados buena tela volveria comprar colores u recomiendo producto",0,2,0
"color encargué pedí azul oscuro",0,0,0
"color genial súper cómodos gran material livianos u recomiendo producto publicada originalmente adidascom",1,0,1
"color idéntico foto cómodos recomiendo u recomiendo producto",0,0,0
"color igual foto efectivamente talla grande normalmente compre quedaron bien buen calce u recomiendo producto",0,0,0
"color igual foto pedi talk normal jeans quedó bien cintura trasero necesario pedir tallas menos si quieres luzca mom envidiar jeans caros u recomiendo producto",0,4,0
"color jeans lindo cómodo elasticado feliz compra u recomiendo producto",4,0,1
"color mismo aparece foto cómodos calze perfecto u recomiendo producto",1,0,1
"color oscuro foto",0,0,0
"color preciso suela cómoda modelo super u recomiendo producto publicada originalmente adidascom",2,0,1
"color tal foto azul súper cómodo queda lindo cuerpo elasticado encanto u recomiendo producto",2,0,1
"color tal foto cómodas talla exacta u recomiendo producto publicada originalmente adidascom",0,0,0
"color textura material componentes unen forma perfecta crear zapato u recomiendo producto publicada originalmente adidascom",2,0,1
"color textura tenis gusto darlos regalo u recomiendo producto publicada originalmente adidascom",2,0,1
"color verde talla corresponde miedo pequeño elasticado perfecto u recomiendo producto",3,3,0
"colores azules encantan quedan elásticados cómodos quedan bien color blanco ajustado estira traslúcido pedir talla u recomiendo producto",1,0,1
"colores azules tallas real negro atrevería decir tallas menos pedir u recomiendo producto",2,3,0
"colores corresponden productos pedí ambos color azul ver foto todas formas encanta calce jeans emily cómodos asientan bien u recomiendo producto",0,0,0
"colores lindos mejor epson si rapida",0,0,0
"colores modelo faltaba blanco negro talla pequeño dos talla compré blanco horrible empezar color crema peor tela demasiado delgada trasluce compren color quedan perfectos negro debe ser talla rígido apretado piernas",3,10,0
"combina super confortable recomendaria u recomiendo producto publicada originalmente reebokcom",0,0,0
"combinable ropa sport diferentes colores u recomiendo producto publicada originalmente adidascom",0,0,0
"comentarios compré azul quedo largo ancho hace semana compre clarito quedo perfecto u recomiendo producto",1,0,1
"comida buen respaldo buena calidad soportes encantado compra agregando despacho tiempo establecido u recomiendo producto",3,0,1
"comida queda excelente buen producto recomendado",2,0,1
"comienzo satisfecha amplio dos bandejas marzo fallaron barras calentadoras superiores recomiendo",0,0,0
"cómo malo bisagras débiles cuidadosa dia aflojaron dan real firmeza pantalla ej si ocupando mesa quiero desplazarme cambiarme lugar pantalla baila dinero invierte mínimo equipo materiales calidad gracias dios compré buen precio oferta",6,1,1
"cómoda además llegar día programado excelente servicio u recomiendo producto",2,0,1
"comoda además textil buena calidad u recomiendo producto",0,0,0
"comoda alta necesita ropa cama fuelle ma",0,0,0
"cómoda alta realmente esperaba",0,0,0
"cómoda amplia guardar cosas u recomiendo producto",1,0,1
"cómoda asegura buen dormir u recomiendo producto",0,0,0
"cómoda blanda buen porte u recomiendo producto",0,0,0
"cómoda blanda buen soporte base patas u recomiendo producto",0,0,0
"cómoda buen colchón base firme feliz compra",3,0,1
"cómoda buena calidad copra sencilla rapida",0,0,0
"cómoda cama colchón permite buen descanso confortable vez firme único debe base dividida indicaciones unirlas guía dónde poner tornillos fierro unirlas si guía dónde poner tornillos patas cama solamente",2,0,1
"cómoda cama elegante hace tiempo descansaba bien alta menos",1,0,1
"comoda cama parte guardar ropa cama interior",2,0,1
"comoda cama realmente descansa u recomiendo producto",0,0,0
"cómoda cama respaldo horrible pedazo madera simplemente aparte hacerle oyos clavarlo base pena compra desepcionada total",0,14,0
"cómoda cama respaldo veladores exactamente quería recomendado u recomiendo producto",0,0,0
"cómoda colchón firme alta buen material siempre quería tener buen descanso valió pena espera demoro despacho semanas acordado espere aprox meses valió pena amo u recomiendo producto",2,1,1
"comoda compre oferta mejor decisión encanta u recomiendo producto",2,0,1
"cómoda confortable elegante u recomiendo producto",1,0,1
"cómoda confortable encantó u recomiendo producto",0,0,0
"cómoda cumple todas espectativas u recomiendo producto",0,0,0
"comoda descansar dormir excelente colchón veladores respaldo",1,0,1
"comoda encanta boxet demasiado espaciosa cabe ideal dptos espacio guardamos ropa zapatos pc buena",0,0,0
"comoda ergonómica promueve descanso agradable",4,0,1
"cómoda espacio fácil armar",0,0,0
"cómoda espaciosa ideal combinar paredes suelo etc",0,1,0
"cómoda excelente colchón ideal aspirar debajo patas altas madera pude colocarle problemas respaldo box spring anterior excelente compra u recomiendo producto",2,0,1
"cómoda excelentes materiales fácil armado llegó fecha estipulada excelente servicio",2,1,1
"cómoda fácil armado recomendable oo precio vs calidad",2,1,1
"comoda facil armado tambien alta poder guardar cosas debjo si requiere",2,1,1
"cómoda fácil armar acabaron dolor espalda mañanas gran producto",0,7,0
"cómoda fácil armar cumple expectativas buena relación preciocalidad",0,0,0
"comoda fácil armar elegande almohadas suaves blandas u recomiendo producto",0,0,0
"comoda facil armar esperaba demoro llegar justo tiempo esperado u recomiendo producto",2,0,1
"cómoda fácil armar recomendada u recomiendo producto",0,0,0
"cómoda facil armar técnico aviso podía armarla preparado complicado u recomiendo producto",1,1,0
"cómoda facil armar u recomiendo producto",0,0,0
"cómoda fácil instalar buen precio calidad u recomiendo producto",0,0,0
"cómoda feliz compra recomiendo exelente u recomiendo producto",2,0,1
"cómoda firme dejan armada necesita excelente compra",3,0,1
"comoda firme demas facil armar super calentita fibra cobre cambia vastante temoeratura recomiendo",2,0,1
"comoda firme resortes sienten amplia u recomiendo producto",2,0,1
"cómoda linda hija quedo feliz u recomiendo producto",2,0,1
"cómoda liviana buen precio calidad mejor zapatillas qur sacado último año u recomiendo producto publicada originalmente adidascom",0,0,0
"cómoda logré tener sueño reparador fácil armar u recomiendo producto",0,0,0
"cómoda manejar directo celular evitar sacar computador cable económica bajo consumo tamaño oficio casi perfecta u recomiendo producto",0,2,0
"comoda muebles respaldo buena calidad dormir persona excelente u recomiendo producto",1,0,1
"cómoda permite hacer limpieza facilidad u recomiendo producto",5,0,1
"cómoda práctica excelente",1,0,1
"comoda practicum compre solo q hacer jugo bota jugo x parte q conecta motor puesto todas maneras ma apretada menos apretada siempre filtra filtra salió buena",1,0,1
"comoda recomendable tan dura blanda precisa descansar encanta u recomiendo producto",1,0,1
"comoda recomiendo u recomiendo producto",0,0,0
"cómoda rica cama feliz compra u recomiendo producto",2,0,1
"comoda satisface expectativa u recomiendo producto",1,0,1
"cómoda suave facil trasladar armar",0,0,0
